gene,logFC,FDR
ISCA1P1,-0.139796828355834,0.583508594247706
CTC_351M12.1,0.231234603453839,0.15722598008315
YY2,-0.135563328622594,0.661455645271899
CERKL,0.0461711953388096,0.926933686346993
B3GNT2,0.133940016175164,0.464312106601731
BCOR,0.127418814560597,0.420131775145033
MTMR4,0.0969445294701497,0.377838761025045
ZNF148,-0.082075450205652,0.581920842878672
RP1_20N2.8,-0.231603115959296,0.407000098014801
LINC00176,-0.541439137298743,0.0652092448969532
TMEM140,-0.162079147737445,0.548793811204306
CXXC5,0.0557845734694882,0.530428123670443
PEX13,0.0590577316487651,0.509039638438977
AMT,-0.0255097498717059,0.957137959814194
ZNF718,0.634908044158947,0.0447793923558342
KLHL15,-0.249575792154473,0.0136533688212783
PTAR1,0.0740951094133273,0.587253481927771
LAMA3,0.236960700550721,0.504311053036628
ETNK1,0.0971063489562179,0.4729306390292
JRKL,0.232189238740318,0.12436840730655
ERCC6L2,0.0268298471373211,0.837209554704408
ZBTB4,-0.00177364083011856,0.989301296671746
RP11_180P8.3,0.0497544564316252,0.914489939928939
RPS15,0.00471676911774006,0.984984514621832
PCNXL2,0.0753404847516788,0.789633959893476
CTC_524C5.2,-0.267403341267446,0.312890897624555
THAP9_AS1,-0.155035005053374,0.189696456121408
SEC24C,0.0976612510281639,0.342938235801616
DPH7,-0.121179588576012,0.475703682165289
DXO,-0.197074394966702,0.126623455910479
NUDT5,0.168308328262009,0.128939111164371
KLHL4,0.532502447922682,0.637503594204737
ARHGAP1,-0.110975763271585,0.513583442781027
PPP1R37,-0.0217506002566819,0.87348527309206
CCDC85C,-0.374845342971748,0.0431257072599055
RP11_49O14.2,-0.273926175238282,0.446822446765798
UBR3,-0.197881856403402,0.0469164699990026
SCAND1,0.114379076682532,0.263412783774527
YARS,0.279185767622921,0.0465871773039735
CALML4,-0.43230660748127,0.154746526333219
RP11_298I3.4,-0.267533797114251,0.533703791841461
USB1,-0.00444940258909659,0.984708091823944
RP11_584P21.4,-0.22620495702847,0.506005844906536
SPAG1,0.272348215475488,0.339556459498462
RRP1B,0.203006725453752,0.0690722501034054
Y_RNA,-0.201306883745821,0.702183568439413
COL6A2,0.0913960022597573,0.732392471608243
SF3B3,0.0417890121465384,0.663083481233023
AZIN1_AS1,-0.219301943190499,0.475096791382569
GSN_AS1,-0.120962587613671,0.757911014256531
ARL17A,-0.256208663909196,0.45607277317782
RP11_373D23.2,-0.958867397537169,0.00379122942796813
LRP1,0.106237712585845,0.514404048093658
NT5C3A,-0.0410100616795408,0.728267088016
NDOR1,-0.0443219224099473,0.846935080158457
HSP90B1,0.0894084371304319,0.69279484386024
LRRC20,0.247847435768552,0.0820323700308286
SMARCC2,-0.109961198055911,0.429079221782727
SPRN,0.0129998562443291,0.97321486786531
NRSN2_AS1,-0.102402522772833,0.707319351444835
FCF1P2,0.0888823591826883,0.693798842455177
NSUN6,0.0944838113994359,0.584490452043344
GATAD2A,0.262660411076216,0.207155579512047
PPP1R18,0.130433369944756,0.307384979611228
TET3,-0.0576114211435295,0.875895603050207
GEMIN5,-0.0238626333844105,0.893677433119642
CMB9_22P13.1,0.30523381608038,0.248501429007659
PRR7,0.203295043723302,0.37162102343218
FAM89B,0.106893916882665,0.499056703961958
PAQR8,0.129399230410624,0.474123722707789
LANCL1,-0.0785393870539704,0.527446617394756
STK32B,0.682638713004112,0.288335765551757
FAM53C,-0.0472781822444099,0.735990764622968
TTC37,0.0337209317350029,0.718471662826947
ISG20L2,0.0433256456548815,0.748929846326553
ZNF10,0.358391967784232,0.0943894725742336
C20orf96,-0.345098474946864,0.526524058178094
MTHFS,-0.323385122723559,0.309523253512507
PTGER2,0.175915233105971,0.32570582486599
RP11_573G6.4,0.11017051778236,0.761601321043907
GPR137C,0.0121367399822757,0.972509334361058
EFCAB14P1,-0.12824974754725,0.930573892096686
ZNF133,0.0137889103024033,0.906579571607869
HERC2P2,-0.137075958794912,0.504261884725067
TES,0.987892543483608,0.0453067896766879
OGFOD2,-0.19480065679744,0.350509790464022
AF131217.1,-0.803285512289684,0.0294214696585605
CCNB2,-0.267211107772934,0.513019706545807
KPNA3,-0.0372909845928989,0.86934450192519
PTPRN,-1.1695327236907,0.203604738122567
PTGIS,0.0789421289760367,0.960329702566258
CDK7,0.265498098727679,0.193063043395144
ZBTB42,-0.0487924651125872,0.807842860144295
NSUN2,0.13435988812238,0.221146887407819
RP11_158I9.8,-0.148212948122806,0.693455992474386
ARMC1,0.0620805157578907,0.485460703630525
AHRR,-0.282366256361808,0.391321437137067
DCAF8,-0.181478060144041,0.071407259647627
OPRD1,0.00365604319515426,0.998647455815385
KDM5C,0.159230068117449,0.101683003649999
SLC9A7P1,2.36824903432192,7.72937850545979e-07
GNPAT,-0.105633956728599,0.195085553067662
EWSR1,-0.124968143069257,0.156500445960705
PPP1R11,0.12600906035711,0.318174631134569
ALG14,0.206265053686897,0.0766674964590363
MYCBP,0.206615171139114,0.138437725588457
CTD_3065B20.2,-0.209868767586703,0.661303753009145
PTGER4,0.236801839358332,0.298068084385757
RP11_341D18.7,0.218255525161176,0.396203406211158
SUN2,-0.246846733414646,0.0820107501690982
PIAS4,-0.0249137496237476,0.851859890830334
MINA,-0.0664626372503771,0.763577200017898
DCTN3,-0.0393094667166001,0.836362869780751
CTC_459F4.9,0.0519478167522788,0.830447660181589
EXOC3,-0.137517309961434,0.322563100795349
RALGPS2,-0.694489862905952,0.00175032621048525
GOT2,0.136437826189572,0.327709707954793
ZFP91,-0.0887260425234186,0.449470041639276
AP4E1,0.112152229843826,0.213370603887841
SLC38A1,0.929292600494575,7.72937850545979e-07
FCHO2,-0.106152416048129,0.379508002272027
RPS10,0.203712157954943,0.206912104282879
CIDECP,0.124421280725031,0.440577450762694
SUPT20H,-0.122815061537931,0.337741539780946
CTD_3252C9.4,-0.167672391022201,0.441910974968095
CTD_2291D10.4,0.778513579832605,0.016157988651384
HMMR,-0.119081409055223,0.823801173113939
ACTR8,-0.0596272309539601,0.582630927597972
MYOZ2,-1.80593468873699,0.0594015217453907
NAT14,0.260659366236827,0.0676442544936522
CTB_51J22.1,0.190823938841109,0.625757975319303
RBM17,-0.144359298965512,0.168906112097144
ARHGAP19,-0.0168456086082034,0.935732462641539
RP11_390P2.4,-0.206545427563586,0.650823307245744
KITLG,-0.23315810864953,0.382062278958412
LINC01125,0.168470785750166,0.576607752271263
CCDC97,-0.0688523703596609,0.735503748429101
ADGRE5,-0.11382159472202,0.467765181208757
SULT1A1,-0.919888441377799,0.052813919531938
ENSAP2,0.0110802176887197,0.966913236127133
CCT6A,0.0754645961462862,0.453344337284417
SPATA2L,0.194041234120539,0.240363859292264
MYO5A,0.0509395186251909,0.773937538813455
KLHDC8B,-0.339288377343174,0.30195789136453
CTD_3035K23.3,-0.0857033550220498,0.789491928833511
AC073052.1,-0.323758134780948,0.205261622311659
SCAF11,0.078089270346473,0.52670461392232
NFYB,-0.107335981482555,0.396945621559923
IBA57,-0.0239845728899755,0.871181913492844
ZNF250,0.0788268892836977,0.427145773962809
DSN1,0.105908372979692,0.681455683058401
BBS12,-0.135723921151476,0.465917631044197
C2CD2,0.107754303642265,0.506638031727065
GLRX2,0.10677277334077,0.440649467225321
RP11_64C12.1,-0.54108379512648,0.293699652367168
CTC_339F2.2,0.120909288911131,0.807846066865595
UBP1,-0.0134890741350944,0.916888724919302
SAMHD1,0.116010983947695,0.394020725138115
MYHAS,-0.783118286221208,0.0922332230874243
AC004893.11,-0.30414636502508,0.316291183544594
CTD_2010I16.1,-0.601854812718116,0.246558361336336
sep_11,0.295813992126038,0.0705760163262482
RIOK2,0.116484046371722,0.129772306746941
SYMPK,-0.159321974491154,0.280757792845042
TSPYL1,0.119007295773874,0.305220166456183
ZNF252P,0.0122782599997616,0.938588709295529
CTD_2547G23.4,-0.422027692822024,0.0751260738804139
RN7SL381P,-0.509805881028791,0.260607869215253
FAM200B,0.256156257031819,0.0107813899571379
CDKAL1,0.0189070380402472,0.888689682827005
RHOQP1,-0.0660552333579802,0.738957925813303
RHBDL2,0.0223590273049661,0.962309398805913
MAFG_AS1,-0.381365896532622,0.271410425052712
SRP68,-0.0307294727083293,0.875192677299841
LONP2,-0.00317596429424167,0.97321486786531
CHRNA5,0.282635511389001,0.636621928323933
DGCR11,0.0464187113976843,0.855481353957653
RP11_299J3.8,-0.179824156959188,0.43259158384074
ANXA7,0.00369050553130502,0.982794653832123
NUDT4,-0.239887255544737,0.246558361336336
HIP1,-0.40212726800049,0.00243692423958261
TRIB2,0.210632637319035,0.0953035060317258
MPDZ,-0.0916036324653655,0.629788555118621
ZNF805,0.0226595769037093,0.876624275152976
ZNF329,0.269315478371822,0.00212704393418829
RP11_566F5.1,-0.279129511743786,0.274805262279087
GOLGB1,0.0570807231504148,0.634779479756284
FBXL19,0.214306214573882,0.181400344035898
FTSJ1,0.308238864371257,0.0467211887777391
RPL41,0.0610742897086648,0.726171129873201
PDXP,0.00191698674013319,0.996153588124974
VDAC1P6,0.116171265667226,0.566657064179414
ITPRIP,-0.0132285484317745,0.965954184252667
FXN,-0.0477835414729653,0.894053082656181
RP11_6N17.4,0.023986236958496,0.960977117664536
TRIM47,0.0739209951224465,0.869240730783245
BZW1P2,0.309328067431146,0.0857107503944048
BMPR2,0.167976239171906,0.11945442697815
CTBP2,0.103337693504194,0.197745274050463
SND1,0.0350693961204386,0.80633218261765
OSBP2,0.634165886819937,0.081915753462041
HEXIM2,-0.16215261770946,0.39576477551057
SFR1,-0.120231564297806,0.484873893689846
CD24,-0.365133038490628,0.358664628031169
ST3GAL1,-0.273110462644755,0.125700040157256
CACFD1,0.138794771780551,0.43274972630728
BMS1,0.221321121997591,0.019170488476268
MRPL19,0.00582922514558548,0.970217648684259
ZACN,0.0979917163758486,0.812155186756865
DHFRL1,0.10659372277472,0.336575200331697
VDAC1P8,-0.13783192984143,0.517517039055925
SLC25A3,0.0320477845448866,0.728055920208004
AP2S1,0.249422456291697,0.117215481165478
ZNF283,-0.0323371099127735,0.79269760468172
RP11_273B20.1,0.298985270154454,0.465209487549406
RP11_274B21.4,-0.0834276317964724,0.828734319319443
NBN,0.0678758867060758,0.450326673648003
MCM4,0.112781406127284,0.585776797822437
EVA1A,0.779028884767002,0.135011880722289
HHIP,0.716398433985856,0.0651193340500541
HNRNPH3,-0.227738763284807,0.00313312653188024
SOCS6,-0.0260601225124332,0.888499384030954
SLC23A2,0.080455550512479,0.643040600332958
DRG1,0.0189168750410034,0.889070605740092
HSPA12A,-0.220732170477278,0.418804377027549
EXOC1,0.0767606774197529,0.43663360578873
ATF4P3,0.365548853492841,0.396452974822491
NAGPA,-0.0596183206993976,0.722878025717853
CTD_2530N21.5,-0.358596249854441,0.319177807643469
LRPAP1,-0.0352675197863209,0.806759737088193
TVP23B,0.0754197142451412,0.536022633909352
PIGZ,-0.153312473186754,0.514200731322938
PKMYT1,0.299154868022659,0.404685034952324
MTRF1L,0.0110509671284851,0.94547929519001
BAZ2B,-0.0529486996415167,0.740467115264252
C18orf25,0.048532736375987,0.661152240373621
EMP1,0.449610620979838,0.228540132518095
RP11_663P9.2,0.263351241639267,0.432167855939797
RP11_61K9.3,-0.723737584000309,0.0330490304059462
UBN2,-0.288909943520596,0.0635193419101002
ACIN1,-0.0244861119574658,0.832551524986488
ASTE1,0.320367610201654,0.0170801778716857
RABIF,0.219542667971798,0.142346130909394
KPNA4,0.129646916005519,0.488345563753488
ZNF782,-0.0664637332143872,0.617549148713758
MKRN9P,-0.335922423718315,0.343116459403794
PPP5D1,-0.061756195531673,0.87348527309206
MRPL3P1,0.125231438427821,0.701194897808251
FAM127C,0.87067717865852,0.0978854708083265
RP11_982M15.5,-0.195379416812193,0.660386216527007
CTA_246H3.11,-0.195601294507205,0.587307355588525
MED29,0.0707800869525675,0.52677294019617
TMEM147,0.0802278203470912,0.503486403786422
ERGIC1,0.223428072617246,0.187197898718802
DCTD,0.13353318860696,0.236747563295758
NAP1L3,0.169747553791563,0.713519292134041
LINC01138,0.024932258960688,0.926984626380011
CTD_2033A16.2,0.0647257482975314,0.639078767830532
COPB1,0.12046268418432,0.272824681944359
MEMO1P1,0.126600546357544,0.469684990677607
TRABD,0.0220317047462157,0.914383474900997
RP11_446H18.5,-0.404274869946379,0.497604061169138
ZNF589,-0.605411759237186,0.101666884997635
BPNT1,0.0796757321582299,0.570884738156608
RP11_474P2.2,0.342795939819538,0.305220166456183
EXOSC4,0.141946473487082,0.129448700918218
PKMP3,-0.178503544482963,0.658733175670494
CCT8,-0.0975039905795465,0.297363255824539
RNF122,-0.568476863413689,0.164854122979178
FOXC2,0.610278782063717,0.0172191884664824
ECE2,0.375157595049361,0.0197594465809746
SPEF2,0.0738549310445277,0.874901430087357
RP11_673E1.3,-0.788404830284404,0.209074631307291
C7orf60,0.0290212663522377,0.900576284293015
OAS3,0.813468364914092,0.0507982549816846
CDKN3,-0.169085345082862,0.618891330526025
ZBTB6,0.0308421241350179,0.793510535479941
CAMTA1,0.000924175831982084,0.995151605492547
KIF4B,0.0245413940581663,0.967662289346071
ATG9A,-0.232115936160961,0.0651752774730698
RILPL2,0.0684665627424257,0.785257969140264
ILKAP,-0.358905611152634,0.0206810901112507
CTC_366B18.4,-0.00703087982010511,0.988952083833143
AL390877.1,0.0560604561390417,0.824504349376314
STK35,0.203957840217153,0.127018527091039
SH3PXD2A_AS1,-1.47529201960486,0.00944404870373194
ARFGAP1,-0.00408176404726128,0.979699795196834
SNORA79,-0.231534496610353,0.586340316104501
RP11_861E21.2,-0.393025572807259,0.346169997891489
RP11_244F12.3,-0.263346749389847,0.684943865006966
TRIM38,0.0527851936933303,0.630238446207114
FBXO30,-0.393307072060427,0.0274499240880807
KCNH1,0.356498469613429,0.153103831084463
MRC2,0.0377996174871451,0.853213794305336
ZSCAN12,0.0815450602781366,0.748579319599552
AC002454.1,0.70012045431612,0.0498833399687477
ZNF813,0.508358947828035,0.0462358997350306
RP11_93H24.3,-0.0391751260635675,0.943913595906392
RPLP1P13,-0.0681809905324967,0.922169243606606
EIF4E2,-0.0721132303797838,0.428942721497822
MRPL11,0.133255886908716,0.28604826294161
SNHG14,-0.148748723932251,0.593504802604132
SYPL1,-0.125528953943244,0.430718964418461
MIR503HG,0.647760887475103,0.0171580541098381
TTTY15,0.127537889430061,0.748625621220152
TDRD9,-0.316266327300907,0.493537891453862
NXT2,0.0883049668902793,0.63640225070185
RP11_1246C19.1,-0.252195231493547,0.268501506019113
ST8SIA5,-0.822311851406491,0.0860994005708417
MTG1,-0.31600377873,0.225974883582723
AC069282.6,0.0940532710817962,0.766970672112719
GGCT,0.127419545600031,0.364020147462663
AC073046.25,-0.145582540601831,0.721117260559743
AC092881.1,-0.505675053445246,0.12287996446156
MBD3,-0.0576684526001609,0.56352240086575
ZNF337_AS1,-0.503759547651829,0.140621721662984
RP11_497E19.1,0.500792009239141,0.183205962896929
GALNT11,0.101853498707337,0.241262026067723
TNIP2,0.115967434344404,0.298112681865015
CEBPB,-0.267804625006941,0.280748917462083
PAPD4,-0.12031130149092,0.105710997844621
FSIP1,-0.212514011035269,0.527976196177314
PAX8_AS1,-1.07626912959683,0.37177041878275
ZNF431,0.0188507596085084,0.933839442705973
SUSD1,0.379705105732554,0.0820107501690982
TMEM254_AS1,0.0652401449619484,0.874746802895388
GPHN,-0.357033429062311,0.0609926906284247
RALBP1,0.00463236956681619,0.971249637052107
GNB5,0.113591392057733,0.708793820511965
ARV1,0.0477295309650638,0.626760441346596
TRMT112P6,0.110595709970664,0.663109439724333
YBEY,0.157266621035715,0.201928334232318
MTERF2,-0.546608888780852,0.017503999038506
FAM193A,-0.163539520272964,0.1329094696516
AF230666.2,-0.632894164313488,0.0811350801848192
NNT,-0.147046508994289,0.232311432314229
COL24A1,-0.917639890291613,0.32533700557065
FBXO34,-0.222472517690675,0.00644484740639773
SNX12,0.175571479046628,0.0278814113476359
CTD_2228K2.7,-0.38544478531361,0.217637708329249
TMEM206,-0.0287957646407583,0.873866803098861
ZMYND11,0.00623440615659706,0.947974488945331
P4HTM,-0.145765622989384,0.351982074588864
PSMD5,0.0342795587831808,0.609773484409466
INTS5,0.0914480277979632,0.317138897481933
FAM217B,0.210778333038306,0.0249764039177299
FAM212A,0.176613050554656,0.690353515597436
PPAPDC1A,0.698413776917244,0.1710150382982
MMGT1,-0.0666789803761342,0.500182257051492
ZMYM6,-0.0463192224047287,0.636045526977782
METTL15P1,0.00113768863150023,0.996037311457558
PITPNA,0.0648306056226421,0.557996574595665
RP11_448A19.1,-0.344575578885696,0.148822569508302
PABPC5,-0.30298994369797,0.029471227570366
PHLDA2,0.526271113432689,0.305780320003801
RASL11A,-0.457589775997045,0.394770944567195
SNORA23,-0.0878983870826877,0.852549593791617
ATP13A2,0.705503419511671,0.0105836970779271
SHC4,-0.279828864124178,0.347899625264996
ABHD12B,-0.434304072173174,0.38301042615316
AC007038.7,-0.46668950802619,0.155722384833166
TSSC4,0.137599708329793,0.116556575244831
RITA1,-0.0161507959301055,0.92522980224062
RPSAP47,0.193251570848527,0.427653345065767
PNPLA6,0.0193551661700629,0.921921319389513
UBL7,0.0503454987332532,0.796053943662701
ACTG1P20,-0.0373487487596713,0.941690213055509
TMEM217,-0.0152308960880872,0.982648480905554
PTGES,0.157178591432202,0.837737315745619
IQSEC1,-0.265267817549557,0.523594419951066
SLC47A2,-2.46260333958383,0.0287933401919163
SWAP70,0.166425394942835,0.101350755161547
B2M,-0.114897805821181,0.453021694750536
MREG,-0.327104905422278,0.274805262279087
EDRF1,-0.0764847486068665,0.479689816627463
DRG2,-0.155823103356692,0.159170563104239
CMTM3,0.153143644147082,0.300699441072461
UHRF1BP1,-0.227655562467786,0.392003629623308
AC046143.3,0.588138657978438,0.0551945221165136
ZC3H3,-0.15306711478701,0.460934804817209
CTD_2026K11.6,-0.198686445498314,0.609533102598395
UBE2Z,0.173773029016956,0.11340789877312
SLC4A3,-0.235992058145417,0.413460687374613
EHBP1L1,-0.525891872216307,0.145102185153096
WTAP,-0.00140774499455621,0.989367259219895
HNRNPCP7,0.0448001672119817,0.926742564744177
TTF2,-0.0896112762436751,0.35839958399186
IBA57_AS1,-0.399848161526555,0.196507558880019
BRMS1,0.260849428367481,0.0275207117285215
RP11_815J21.1,-0.698345777894641,0.144412457177675
EEF1A1P6,0.0610100325195848,0.827769911691322
TDP2,-0.0869832695074687,0.376233043601582
PRPF3,0.0333693949218853,0.724738733487631
ANGPTL4,0.318169869180198,0.493423341050996
C5orf15,0.0827132612906344,0.530976003681619
RP11_495P10.1,-0.191888374676653,0.426768433302655
CAMTA2,0.0807606528777526,0.766209603656789
EZH2,-0.139266207103542,0.416008607192746
GON4L,-0.00698400099923034,0.932304015826823
TRPV2,-0.397694441189655,0.509485276428665
NEU1,0.01415422022441,0.933842407942222
FHL3,-0.0794303225954572,0.724449517386587
EXOSC7,-0.0615338855443842,0.745010914090474
RP6_109B7.5,-0.00817723590854143,0.983822394919468
BTBD19,-0.129215949860699,0.617797449865472
MYCBP2,-0.168440093909706,0.118480346057431
PDE4C,0.425715721230591,0.156631285983598
UCKL1_AS1,0.114603862635246,0.807376965401516
RP4_564F22.7,-0.0922296678701625,0.863537999608508
BRAP,0.0288243728614953,0.750436386135793
TIPRL,0.0387172301597572,0.720188692619925
WASF3,-0.14208089277612,0.516784125255784
TXN2,0.0923898447851522,0.444449889236048
CYP26B1,0.152264190176857,0.783727020183084
UMAD1,0.126682450264116,0.286939824893776
PABPC4L,-0.454976867617502,0.581304367401589
TATDN3,-0.0156155568372427,0.926436834525059
HUWE1,-0.114945730710852,0.514636202876913
OSBPL3,-0.00880920089519744,0.956441750906024
ZNF568,0.526135901056812,0.0440607198922018
GUCD1,-0.0678510948313759,0.513709498431454
CAPN7,-0.122130649910132,0.142534927775432
GLUD2,0.00964221245241376,0.967662289346071
RP11_594N15.3,-0.956675624637839,0.251228409528399
RP11_332H14.2,-0.200725019945513,0.394324738324637
RP5_908M14.10,0.0628469633291857,0.922298560567244
RAPGEF4,-0.395453466489213,0.231033341895451
RHPN1,-0.556507677641122,0.16833774449095
RAI14,0.83362281914698,0.000158079713601162
C7orf55,-0.10044381141134,0.80777462909109
HS1BP3,0.0428725925682479,0.777898043268095
PHEX,-0.224349087978777,0.478075838852107
XXbac_BPG181B23.7,-0.324580740835675,0.654565396112051
FAM127A,0.279263195987173,0.0425522831972577
GOLIM4,0.0737688222498227,0.691481521344796
RPL23AP82,0.0626997555941086,0.708786049623429
KLHDC2,-0.253075153220988,0.101727952843558
RANBP10,-0.111765314733371,0.650850278600848
P2RX6,-0.451742774170448,0.016157988651384
FAF2,0.152125327283016,0.0661822299178634
ASUN,0.0481533772624075,0.716904970232415
PIGL,-0.342436830766569,0.0249817448904227
NMD3,0.0014914537285374,0.991504634505533
SCO2,0.157575434867996,0.258409290219801
GAS5_AS1,-0.109698447439834,0.657860932520662
MLH3,-0.0298444331001288,0.780242846619293
ZBTB41,-0.0677200181803851,0.576001264830611
ZNF691,-0.0010818579787743,0.994700246537134
SPRED3,0.598893492018525,0.0164538229318177
SEPSECS_AS1,0.0366895291039313,0.927420589537079
ANLN,-0.215325887364541,0.426494589871876
HIBCH,-0.0108540864063591,0.942283513498798
SLC8A3,-0.0565767195375625,0.844365953352
AC007238.1,0.0178065404344981,0.93744065612147
FBXL12,0.0543283330228921,0.721039890229382
RBFOX1,-1.95396571564244,0.0194047757087292
CTD_2561B21.5,-0.722429718528377,0.0629768491030504
C1orf216,-0.0201763462722075,0.841421548763058
AMBRA1,-0.0883359305774012,0.52822993440504
SHMT2,0.233058242280505,0.026538266384978
CYC1,0.0053448805386871,0.972509334361058
POLL,-0.135800664628305,0.364410130263795
SHISA2,-0.209905477822988,0.72770080528691
FAM47E,-0.37958458928836,0.363090235545608
KBTBD11,0.125674257727059,0.771014234191876
ZBTB14,0.0399290378854188,0.700281394875717
KCTD15,-0.145903633911483,0.684347520051066
SMIM14,-0.125827538292072,0.681546815022363
CPOX,0.121423533955252,0.578894684922143
BBS10,0.0330686231681421,0.842812659135673
QTRTD1,0.163037633753255,0.0911235951790152
KDM4C,-0.0579860298386977,0.62565316388651
MIRLET7A2,0.355090948436396,0.468108244607203
TMED2,0.176985722121258,0.15956315698147
ADD1,0.0963076641690631,0.250419544368795
COL4A4,0.511275044997643,0.531836126489851
ITGB1BP1,-0.0530182846505547,0.68122946143662
HELZ,0.0752434036476989,0.752903429674681
ACADS,-0.137472602819624,0.606552145692447
RP4_769N13.6,0.189233364419641,0.571253865716032
PDXDC2P,-0.125382983076341,0.770782522237049
DYNLL2,0.0214376198755217,0.867773252613902
C1orf56,-0.332413270744228,0.155148148831133
SLC5A6,0.0674915399326577,0.76523755701974
RP11_339B21.10,-0.0189339523709574,0.96726346683442
RP11_701H24.3,-0.362040614655113,0.518610804742963
CCNB1,-0.115584633337435,0.791773470834088
PDCD10,0.163715031725004,0.194430813097954
PGD,-0.24484323036761,0.0398200622382326
CPEB2,-0.162828521990671,0.65098327490822
ZC3H18,0.0972914219499814,0.392009877975102
UBE3C,0.00637307471087974,0.966383761835367
NFAT5,-0.168366704574103,0.632587609423425
RP11_422P24.12,0.194554949145027,0.636419833800648
ARHGEF10L,0.256162293520839,0.0440618433788129
DUSP16,-0.474458399320584,0.0255521654733391
ZNF546,-0.269893802339775,0.0964324447019377
GALNT16,0.0383340278241348,0.930557621166078
RC3H2,-0.129208318656849,0.570530372877703
RAC1P2,0.22734589264928,0.245889088072866
CYP51A1P1,0.38106375330994,0.252897935346343
